,am_ep,paradiselost,fq1596,fowre_hymnes,axiochus,prothalamion
howsoever,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hoy,2.252762968495368,0.0,0.0,0.0,0.0,0.0
hoys,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hr,2.252762968495368,0.0,0.0,0.0,0.0,0.0
hristall,2.252762968495368,0.0,0.0,0.0,0.0,0.0
hs,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hubbub,0.0,4.505525936990736,0.0,0.0,0.0,0.0
hubbubs,0.0,0.0,2.252762968495368,0.0,0.0,0.0
huddibras,0.0,0.0,6.758288905486104,0.0,0.0,0.0
hue,0.0,12.931085022710425,1.8472978603872037,0.0,0.0,0.0
hues,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
hugely,0.0,0.0,13.516577810972208,0.0,0.0,0.0
hugest,0.0,4.505525936990736,0.0,0.0,0.0,0.0
hulk,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hull,0.0,2.252762968495368,0.0,0.0,0.0,0.0
human,0.0,70.19731869471374,3.6945957207744073,0.0,0.0,0.0
humane,0.0,9.357694727612536,3.1192315758708453,3.1192315758708453,0.0,0.0
humanity,0.0,0.0,2.252762968495368,0.0,0.0,0.0
humber,0.0,0.0,9.011051873981472,0.0,0.0,0.0
humbld,0.0,2.252762968495368,0.0,0.0,0.0,0.0
humbleness,3.6945957207744073,0.0,11.083787162323222,0.0,0.0,0.0
humbles,0.0,2.252762968495368,0.0,0.0,0.0,0.0
humblest,0.0,0.0,2.252762968495368,0.0,0.0,0.0
humbling,0.0,2.252762968495368,0.0,0.0,0.0,0.0
humid,0.0,7.389191441548815,9.236489301936018,0.0,0.0,0.0
humiliation,0.0,6.758288905486104,0.0,0.0,0.0,0.0
humility,3.1192315758708453,0.0,6.238463151741691,0.0,1.5596157879354227,0.0
humilta,0.0,0.0,2.252762968495368,0.0,0.0,0.0
humour,0.0,5.541893581161611,35.09865934735687,0.0,0.0,0.0
humours,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hunderds,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hundred,3.6945957207744073,0.0,62.808127253164926,0.0,0.0,0.0
hundreth,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hung,0.0,29.632699970773032,63.94424730535233,1.5596157879354227,0.0,0.0
hunger,0.0,11.083787162323222,22.167574324646445,0.0,0.0,0.0
hungered,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hungrily,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hungry,3.1192315758708453,0.0,24.953852606966763,4.678847363806268,0.0,0.0
hunnes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hunt,1.8472978603872037,0.0,25.86217004542085,0.0,0.0,0.0
hunted,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
hunter,0.0,3.6945957207744073,7.389191441548815,0.0,0.0,0.0
huntest,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hunting,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
huntingdon,0.0,0.0,2.252762968495368,0.0,0.0,0.0
huntress,0.0,0.0,2.252762968495368,0.0,0.0,0.0
huntsman,1.8472978603872037,0.0,5.541893581161611,0.0,0.0,0.0
huons,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hurdled,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hurl,0.0,0.0,6.758288905486104,0.0,0.0,0.0
hurled,0.0,9.236489301936018,3.6945957207744073,0.0,0.0,0.0
hurling,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
hurls,0.0,0.0,6.758288905486104,0.0,0.0,0.0
hurly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hurried,0.0,6.758288905486104,0.0,0.0,0.0,0.0
hurt,1.5596157879354227,4.678847363806268,43.669242062191834,0.0,0.0,0.0
hurteth,0.0,0.0,0.0,0.0,2.252762968495368,0.0
hurtful,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hurtle,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hurtlen,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hurtless,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
hurtling,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hurts,0.0,0.0,33.79144452743052,0.0,0.0,0.0
husbahd,0.0,0.0,2.252762968495368,0.0,0.0,0.0
husband,0.0,14.036542091418804,12.476926303483381,3.1192315758708453,0.0,0.0
husbandman,0.0,0.0,4.505525936990736,0.0,0.0,0.0
husbandmen,0.0,0.0,0.0,0.0,2.252762968495368,0.0
husbands,0.0,3.6945957207744073,7.389191441548815,0.0,0.0,0.0
hush,0.0,0.0,2.252762968495368,0.0,0.0,0.0
husk,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hvmilitie,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hw,2.252762968495368,0.0,0.0,0.0,0.0,0.0
hyacinct,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hyacint,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hyacinth,0.0,4.505525936990736,0.0,0.0,0.0,0.0
hyacinthin,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hyacinthus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hyaline,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hydaspes,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hydra,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
hydraes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hydrus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hyena,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hygate,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hylas,0.0,0.0,4.505525936990736,0.0,0.0,0.0
hyllus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hymen,12.476926303483381,1.5596157879354227,3.1192315758708453,0.0,0.0,0.0
hymenean,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hymn,0.0,3.6945957207744073,0.0,11.083787162323222,0.0,0.0
hymne,0.0,0.0,0.0,9.011051873981472,0.0,0.0
hymning,0.0,9.011051873981472,0.0,0.0,0.0,0.0
hymns,0.0,7.798078939677113,3.1192315758708453,7.798078939677113,0.0,0.0
hypocrisy,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
hypocrite,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hypocrites,0.0,2.252762968495368,0.0,0.0,0.0,0.0
hyponeo,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hysiphil,0.0,0.0,2.252762968495368,0.0,0.0,0.0
hystorian,0.0,2.252762968495368,0.0,0.0,0.0,0.0
iaakob,0.0,0.0,0.0,2.252762968495368,0.0,0.0
iacobs,0.0,0.0,2.252762968495368,0.0,0.0,0.0
iane,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ianuarie,0.0,0.0,0.0,2.252762968495368,0.0,0.0
ianus,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
iason,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ice,5.541893581161611,11.083787162323222,0.0,0.0,0.0,0.0
icicles,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ida,0.0,3.6945957207744073,5.541893581161611,0.0,0.0,0.0
idae,2.252762968495368,0.0,0.0,0.0,0.0,0.0
idaean,0.0,0.0,4.505525936990736,0.0,0.0,0.0
idea,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0,0.0
idee,0.0,0.0,0.0,2.252762968495368,0.0,0.0
idees,0.0,0.0,0.0,2.252762968495368,0.0,0.0
idiots,0.0,2.252762968495368,0.0,0.0,0.0,0.0
idleness,0.0,1.8472978603872037,9.236489301936018,0.0,0.0,0.0
idly,0.0,3.6945957207744073,5.541893581161611,0.0,0.0,0.0
idoiatryes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
idola,0.0,0.0,2.252762968495368,0.0,0.0,0.0
idolatresses,0.0,2.252762968495368,0.0,0.0,0.0,0.0
idolatries,0.0,4.505525936990736,0.0,0.0,0.0,0.0
idole,0.0,0.0,2.252762968495368,0.0,0.0,0.0
idols,0.0,5.541893581161611,14.77838288309763,0.0,0.0,0.0
iends,2.252762968495368,0.0,0.0,0.0,0.0,0.0
iessemynes,2.252762968495368,0.0,0.0,0.0,0.0,0.0
iewes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
iewls,0.0,0.0,2.252762968495368,0.0,0.0,0.0
igher,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ight,2.252762968495368,0.0,0.0,0.0,0.0,0.0
ights,2.252762968495368,0.0,0.0,0.0,0.0,0.0
ignaro,0.0,0.0,2.252762968495368,0.0,0.0,0.0
igne,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ignoble,0.0,4.505525936990736,0.0,0.0,0.0,0.0
ignobly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ignominious,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ignominy,0.0,6.758288905486104,0.0,0.0,0.0,0.0
ignorance,0.0,7.389191441548815,5.541893581161611,0.0,0.0,0.0
ignorant,0.0,3.1192315758708453,9.357694727612536,0.0,1.5596157879354227,0.0
ii,1.5596157879354227,1.5596157879354227,9.357694727612536,0.0,0.0,0.0
iii,1.5596157879354227,1.5596157879354227,9.357694727612536,0.0,0.0,0.0
iiii,1.8472978603872037,0.0,11.083787162323222,0.0,0.0,0.0
ilion,0.0,0.0,4.505525936990736,0.0,0.0,0.0
ilium,0.0,2.252762968495368,0.0,0.0,0.0,0.0
illaudable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ille,0.0,2.252762968495368,0.0,0.0,0.0,0.0
illimitable,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0
ills,0.0,0.0,2.252762968495368,0.0,0.0,0.0
illude,0.0,0.0,2.252762968495368,0.0,0.0,0.0
illumin,0.0,2.252762968495368,0.0,0.0,0.0,0.0
illuminate,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0
illumine,0.0,0.0,0.0,2.252762968495368,0.0,0.0
illumined,0.0,2.252762968495368,0.0,0.0,0.0,0.0
illumines,0.0,0.0,2.252762968495368,0.0,0.0,0.0
illusion,1.5596157879354227,1.5596157879354227,4.678847363806268,0.0,0.0,0.0
illusions,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
illustrate,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0,0.0
illustrates,0.0,2.252762968495368,0.0,0.0,0.0,0.0
illustrious,0.0,13.516577810972208,0.0,0.0,0.0,0.0
illyria,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imagery,0.0,0.0,6.758288905486104,0.0,0.0,0.0
images,1.5596157879354227,0.0,3.1192315758708453,3.1192315758708453,0.0,0.0
imagination,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imaginations,0.0,4.505525936990736,0.0,0.0,0.0,0.0
imagine,0.0,0.0,9.011051873981472,0.0,0.0,0.0
imagined,0.0,9.011051873981472,0.0,0.0,0.0,0.0
imagining,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imaus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbalmd,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbalmed,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbattelld,0.0,4.505525936990736,0.0,0.0,0.0,0.0
imbellisht,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imblazed,0.0,4.505525936990736,0.0,0.0,0.0,0.0
imblazonrie,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imborderd,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imboss,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbowr,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbowred,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbraceing,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbround,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbrued,0.0,0.0,12.931085022710425,1.8472978603872037,0.0,0.0
imbrute,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imbued,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imitare,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imitate,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
imitated,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imitating,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imitation,0.0,4.505525936990736,0.0,0.0,0.0,0.0
immaculate,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
immature,0.0,2.252762968495368,0.0,0.0,0.0,0.0
immeasurable,0.0,4.505525936990736,0.0,0.0,0.0,0.0
immeasurably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
immeasured,0.0,0.0,4.505525936990736,0.0,0.0,0.0
immediate,0.0,13.516577810972208,0.0,0.0,0.0,0.0
immediately,0.0,6.758288905486104,0.0,0.0,0.0,0.0
immense,0.0,20.274866716458313,0.0,0.0,0.0,0.0
imminent,0.0,5.541893581161611,3.6945957207744073,0.0,0.0,0.0
immodest,0.0,0.0,4.505525936990736,0.0,0.0,0.0
immodestly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
immortalise,2.252762968495368,0.0,0.0,0.0,0.0,0.0
immortality,0.0,5.541893581161611,0.0,0.0,5.541893581161611,0.0
immortalized,0.0,0.0,2.252762968495368,0.0,0.0,0.0
immortall,0.0,0.0,7.389191441548815,3.6945957207744073,0.0,0.0
immortally,2.252762968495368,0.0,0.0,0.0,0.0,0.0
immovable,0.0,3.6945957207744073,5.541893581161611,0.0,0.0,0.0
immoveable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
immoved,0.0,0.0,13.516577810972208,0.0,0.0,0.0
immures,0.0,2.252762968495368,0.0,0.0,0.0,0.0
immutable,0.0,6.758288905486104,0.0,0.0,0.0,0.0
immutably,0.0,4.505525936990736,0.0,0.0,0.0,0.0
imp,0.0,1.5596157879354227,12.476926303483381,1.5596157879354227,0.0,0.0
impacable,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impair,0.0,3.6945957207744073,12.931085022710425,0.0,0.0,0.0
impaird,0.0,4.505525936990736,0.0,0.0,0.0,0.0
impaired,0.0,5.541893581161611,3.6945957207744073,0.0,0.0,0.0
impaled,0.0,4.505525936990736,0.0,0.0,0.0,0.0
impaneled,0.0,0.0,2.252762968495368,0.0,0.0,0.0
imparadised,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impare,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impart,1.5596157879354227,6.238463151741691,17.15577366728965,0.0,0.0,0.0
imparted,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imparts,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
impassable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impassioned,0.0,1.5596157879354227,6.238463151741691,1.5596157879354227,0.0,0.0
impassive,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impatience,0.0,1.8472978603872037,14.77838288309763,0.0,0.0,0.0
impatient,0.0,0.0,22.167574324646445,1.8472978603872037,0.0,0.0
impeach,0.0,0.0,29.285918590439785,0.0,0.0,0.0
impeached,0.0,0.0,0.0,0.0,2.252762968495368,0.0
impearls,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imped,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impediment,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
impendent,0.0,4.505525936990736,0.0,0.0,0.0,0.0
impenetrable,0.0,4.505525936990736,0.0,0.0,0.0,0.0
impenetrably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impenitence,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impeopled,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impereal,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imperfect,0.0,0.0,2.252762968495368,0.0,0.0,0.0
imperfection,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0
imperfet,0.0,6.758288905486104,0.0,0.0,0.0,0.0
imperial,0.0,7.798078939677113,14.036542091418804,3.1192315758708453,0.0,0.0
imperil,0.0,0.0,2.252762968495368,0.0,0.0,0.0
imperishable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impertinence,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impervious,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impetuous,0.0,9.236489301936018,12.931085022710425,0.0,0.0,0.0
impetuously,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impetus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impierceable,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impiety,0.0,0.0,4.505525936990736,0.0,0.0,0.0
impious,0.0,18.022103747962944,0.0,0.0,0.0,0.0
impiously,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implacable,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
implanted,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implements,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
implicit,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implide,2.252762968495368,0.0,0.0,0.0,0.0,0.0
implied,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implies,0.0,3.6945957207744073,5.541893581161611,0.0,0.0,0.0
implore,0.0,0.0,11.26381484247684,0.0,0.0,0.0
implored,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implores,0.0,2.252762968495368,0.0,0.0,0.0,0.0
implunged,0.0,0.0,2.252762968495368,0.0,0.0,0.0
imply,0.0,0.0,4.505525936990736,0.0,0.0,0.0
import,0.0,2.252762968495368,0.0,0.0,0.0,0.0
importable,0.0,0.0,2.252762968495368,0.0,0.0,0.0
importance,0.0,0.0,2.252762968495368,0.0,0.0,0.0
important,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imports,0.0,2.252762968495368,0.0,0.0,0.0,0.0
importunate,0.0,0.0,0.0,0.0,2.252762968495368,0.0
importuned,0.0,0.0,4.505525936990736,0.0,0.0,0.0
importunely,0.0,0.0,2.252762968495368,0.0,0.0,0.0
importunes,0.0,0.0,4.505525936990736,0.0,0.0,0.0
importunity,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impose,0.0,5.541893581161611,3.6945957207744073,0.0,0.0,0.0
imposed,0.0,12.931085022710425,3.6945957207744073,0.0,0.0,0.0
imposition,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impossible,0.0,9.236489301936018,1.8472978603872037,0.0,0.0,0.0
impossibly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impostor,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impotence,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
impotent,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impregnable,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
impregned,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impregns,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impreses,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impress,0.0,1.5596157879354227,4.678847363806268,4.678847363806268,0.0,0.0
impressed,0.0,4.678847363806268,7.798078939677113,1.5596157879354227,0.0,0.0
impression,0.0,0.0,9.236489301936018,5.541893581161611,0.0,0.0
impresst,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imprinted,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
imprisoned,0.0,0.0,13.516577810972208,0.0,0.0,0.0
imprisonment,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
improper,0.0,2.252762968495368,0.0,0.0,0.0,0.0
improved,0.0,4.505525936990736,0.0,0.0,0.0,0.0
improvided,0.0,0.0,2.252762968495368,0.0,0.0,0.0
imprudence,0.0,2.252762968495368,0.0,0.0,0.0,0.0
imps,0.0,0.0,18.022103747962944,0.0,0.0,0.0
impudent,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impugn,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impugns,0.0,0.0,2.252762968495368,0.0,0.0,0.0
impulse,0.0,6.758288905486104,0.0,0.0,0.0,0.0
imputation,0.0,2.252762968495368,0.0,0.0,0.0,0.0
impute,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
imputed,0.0,5.541893581161611,3.6945957207744073,0.0,0.0,0.0
imputest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inabstinence,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inaccessible,0.0,6.758288905486104,0.0,0.0,0.0,0.0
inachus,0.0,0.0,4.505525936990736,0.0,0.0,0.0
inbred,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inburning,0.0,0.0,2.252762968495368,0.0,0.0,0.0
incapable,0.0,6.758288905486104,0.0,0.0,0.0,0.0
incarnate,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0,0.0
incarnation,0.0,4.505525936990736,0.0,0.0,0.0,0.0
incense,0.0,16.625680743484832,1.8472978603872037,0.0,0.0,0.0
incensed,0.0,12.931085022710425,5.541893581161611,0.0,0.0,0.0
incentive,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incessantly,0.0,0.0,13.516577810972208,0.0,0.0,0.0
incest,0.0,0.0,4.505525936990736,0.0,0.0,0.0
incestat,2.252762968495368,0.0,0.0,0.0,0.0,0.0
incestuous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incited,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0,0.0
inclement,0.0,4.505525936990736,0.0,0.0,0.0,0.0
inclinable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inclination,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
inclinations,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incline,1.5596157879354227,4.678847363806268,14.036542091418804,0.0,0.0,0.0
inclined,1.5596157879354227,4.678847363806268,15.596157879354227,0.0,0.0,0.0
inclines,0.0,4.505525936990736,0.0,0.0,0.0,0.0
inclining,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
included,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inclynd,2.252762968495368,0.0,0.0,0.0,0.0,0.0
incomers,0.0,0.0,2.252762968495368,0.0,0.0,0.0
incoming,0.0,0.0,2.252762968495368,0.0,0.0,0.0
incomposed,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incomprehensible,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inconstancy,0.0,0.0,4.505525936990736,0.0,0.0,0.0
inconstant,0.0,0.0,4.505525936990736,0.0,0.0,0.0
incontinence,0.0,0.0,9.011051873981472,0.0,0.0,0.0
incontinent,0.0,0.0,13.516577810972208,0.0,0.0,0.0
inconvenient,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incorporate,0.0,1.8472978603872037,0.0,0.0,1.8472978603872037,0.0
incorporeal,0.0,6.758288905486104,0.0,0.0,0.0,0.0
incorrupt,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incorrupted,0.0,0.0,4.505525936990736,0.0,0.0,0.0
incorruptible,0.0,6.758288905486104,0.0,0.0,0.0,0.0
increases,0.0,0.0,2.252762968495368,0.0,0.0,0.0
increasing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
increate,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incredible,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incumbent,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incumberd,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incur,0.0,4.505525936990736,0.0,0.0,0.0,0.0
incurred,0.0,2.252762968495368,0.0,0.0,0.0,0.0
incurrest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ind,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indebted,0.0,4.505525936990736,0.0,0.0,0.0,0.0
indecent,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
indefatigable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indented,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indew,0.0,0.0,4.505525936990736,0.0,0.0,0.0
india,1.5596157879354227,1.5596157879354227,4.678847363806268,0.0,0.0,0.0
indian,0.0,5.541893581161611,7.389191441548815,0.0,0.0,0.0
indians,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
indias,2.252762968495368,0.0,0.0,0.0,0.0,0.0
indifferent,0.0,0.0,4.505525936990736,0.0,0.0,0.0
indifferently,0.0,0.0,2.252762968495368,0.0,0.0,0.0
indign,0.0,0.0,2.252762968495368,0.0,0.0,0.0
indignance,0.0,0.0,2.252762968495368,0.0,0.0,0.0
indignant,0.0,1.8472978603872037,9.236489301936018,0.0,0.0,0.0
indignation,0.0,7.389191441548815,16.625680743484832,0.0,0.0,0.0
indignified,0.0,0.0,2.252762968495368,0.0,0.0,0.0
indignity,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
indirect,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indissolubly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indite,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indited,0.0,0.0,2.252762968495368,0.0,0.0,0.0
individual,0.0,4.505525936990736,0.0,0.0,0.0,0.0
induce,0.0,2.252762968495368,0.0,0.0,0.0,0.0
induced,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inducement,0.0,2.252762968495368,0.0,0.0,0.0,0.0
induces,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inducing,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inductive,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indulgence,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indulgences,0.0,2.252762968495368,0.0,0.0,0.0,0.0
indulgent,0.0,4.505525936990736,0.0,0.0,0.0,0.0
indus,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
industrious,0.0,6.758288905486104,0.0,0.0,0.0,0.0
industry,0.0,0.0,9.011051873981472,0.0,0.0,0.0
ineffable,0.0,4.505525936990736,0.0,0.0,0.0,0.0
ineffably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ineffectual,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inelegant,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ineloquent,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inevitable,0.0,4.505525936990736,0.0,0.0,0.0,0.0
inevitably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexcusable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexorably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexperience,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexpert,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexplicable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inexpressible,0.0,4.505525936990736,0.0,0.0,0.0,0.0
inextinguishable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
inextricable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
infallible,0.0,2.252762968495368,0.0,0.0,0.0,0.0
infamed,0.0,2.252762968495368,0.0,0.0,0.0,0.0
infamies,0.0,0.0,4.505525936990736,0.0,0.0,0.0
infamous,0.0,0.0,11.26381484247684,0.0,0.0,0.0
infamy,0.0,1.8472978603872037,20.32027646425924,0.0,0.0,0.0
infancies,0.0,0.0,2.252762968495368,0.0,0.0,0.0
infancy,0.0,0.0,5.541893581161611,1.8472978603872037,0.0,0.0
infant,0.0,3.1192315758708453,28.073084182837608,1.5596157879354227,0.0,0.0
infantry,0.0,2.252762968495368,0.0,0.0,0.0,0.0
infants,0.0,0.0,11.26381484247684,0.0,0.0,0.0
