,am_ep,paradiselost,fq1596,fowre_hymnes,axiochus,prothalamion
enclose,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
enclosed,0.0,12.476926303483381,14.036542091418804,0.0,1.5596157879354227,0.0
encloses,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enclosure,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0,0.0
encompass,0.0,0.0,2.252762968495368,0.0,0.0,0.0
encompassed,0.0,3.1192315758708453,4.678847363806268,3.1192315758708453,0.0,0.0
encounter,0.0,1.8472978603872037,24.01487218503365,0.0,0.0,0.0
encountered,0.0,1.8472978603872037,14.77838288309763,0.0,0.0,0.0
encountering,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
encounters,0.0,0.0,9.011051873981472,0.0,0.0,0.0
encourage,0.0,0.0,2.252762968495368,0.0,0.0,0.0
encouraged,0.0,0.0,2.252762968495368,0.0,0.0,0.0
encouragement,0.0,0.0,6.758288905486104,0.0,0.0,0.0
encradled,0.0,0.0,0.0,2.252762968495368,0.0,0.0
encrease,2.252762968495368,0.0,0.0,0.0,0.0,0.0
encroach,0.0,0.0,4.505525936990736,0.0,0.0,0.0
encroached,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
encroaching,0.0,2.252762968495368,0.0,0.0,0.0,0.0
encroachment,0.0,2.252762968495368,0.0,0.0,0.0,0.0
encumber,0.0,0.0,4.505525936990736,0.0,0.0,0.0
encumberd,0.0,2.252762968495368,0.0,0.0,0.0,0.0
encumbered,0.0,0.0,13.516577810972208,0.0,0.0,0.0
encumberment,0.0,0.0,2.252762968495368,0.0,0.0,0.0
encumbrance,0.0,0.0,6.758288905486104,0.0,0.0,0.0
endamage,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endamaged,0.0,0.0,4.505525936990736,0.0,0.0,0.0
endanger,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endangered,0.0,4.505525936990736,0.0,0.0,0.0,0.0
endangerment,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endear,0.0,0.0,0.0,2.252762968495368,0.0,0.0
endearing,0.0,2.252762968495368,0.0,0.0,0.0,0.0
endeavour,1.5596157879354227,1.5596157879354227,9.357694727612536,0.0,0.0,0.0
endeavoured,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endeavouring,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
endeavours,0.0,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0
endevord,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ending,0.0,9.011051873981472,0.0,0.0,0.0,0.0
endings,0.0,2.252762968495368,0.0,0.0,0.0,0.0
endite,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
endlong,0.0,0.0,4.505525936990736,0.0,0.0,0.0
endore,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endoss,0.0,0.0,2.252762968495368,0.0,0.0,0.0
endow,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
endowed,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0,0.0
endows,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ends,0.0,4.678847363806268,9.357694727612536,0.0,1.5596157879354227,0.0
endue,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
endued,0.0,12.476926303483381,10.917310515547959,3.1192315758708453,0.0,0.0
enduren,0.0,0.0,4.505525936990736,0.0,0.0,0.0
endures,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enduring,0.0,0.0,11.26381484247684,0.0,0.0,0.0
enemy,0.0,36.94595720774407,81.28110585703696,0.0,0.0,0.0
enew,2.252762968495368,0.0,0.0,0.0,0.0,0.0
enfample,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enfeebled,0.0,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0
enfeloned,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enfierced,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enflaming,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enfold,1.8472978603872037,0.0,12.931085022710425,0.0,0.0,0.0
enfolding,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enforce,0.0,0.0,13.516577810972208,0.0,0.0,0.0
enforced,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
enforcement,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enforcing,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enfouldered,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enfrosen,0.0,0.0,0.0,2.252762968495368,0.0,0.0
enfusing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enfyred,0.0,0.0,0.0,2.252762968495368,0.0,0.0
engage,0.0,0.0,4.505525936990736,0.0,0.0,0.0
engaged,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
engaging,0.0,2.252762968495368,0.0,0.0,0.0,0.0
engendering,0.0,4.505525936990736,0.0,0.0,0.0,0.0
engine,0.0,3.6945957207744073,12.931085022710425,0.0,0.0,0.0
engines,1.5596157879354227,10.917310515547959,14.036542091418804,0.0,0.0,0.0
enginrie,0.0,2.252762968495368,0.0,0.0,0.0,0.0
engirded,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
england,0.0,0.0,3.6945957207744073,0.0,0.0,1.8472978603872037
englande,2.252762968495368,0.0,0.0,0.0,0.0,0.0
englands,1.5596157879354227,0.0,1.5596157879354227,0.0,0.0,1.5596157879354227
english,0.0,5.541893581161611,16.625680743484832,0.0,0.0,0.0
englut,0.0,0.0,2.252762968495368,0.0,0.0,0.0
engore,0.0,0.0,9.011051873981472,0.0,0.0,0.0
engored,0.0,0.0,9.011051873981472,0.0,0.0,0.0
engorged,0.0,0.0,2.252762968495368,0.0,0.0,0.0
engorges,0.0,0.0,2.252762968495368,0.0,0.0,0.0
engrafted,0.0,0.0,6.758288905486104,0.0,0.0,0.0
engrasped,0.0,0.0,4.505525936990736,0.0,0.0,0.0
engrave,0.0,1.8472978603872037,9.236489301936018,0.0,0.0,0.0
engraved,0.0,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0
engraven,0.0,2.252762968495368,0.0,0.0,0.0,0.0
engrieved,0.0,0.0,20.274866716458313,0.0,0.0,0.0
engross,0.0,0.0,2.252762968495368,0.0,0.0,0.0
engrossed,0.0,0.0,4.505525936990736,0.0,0.0,0.0
engulfed,0.0,0.0,2.252762968495368,0.0,0.0,0.0
engulfing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enhance,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enhanced,0.0,0.0,9.011051873981472,0.0,0.0,0.0
enias,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enjoined,0.0,5.541893581161611,1.8472978603872037,0.0,0.0,0.0
enjoins,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enjoydst,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enjoyed,0.0,5.541893581161611,9.236489301936018,0.0,0.0,0.0
enjoyest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enjoying,0.0,9.011051873981472,0.0,0.0,0.0,0.0
enjoyment,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0
enjoyments,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enjoys,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enlarge,3.1192315758708453,0.0,9.357694727612536,3.1192315758708453,0.0,0.0
enlarged,0.0,3.6945957207744073,7.389191441548815,0.0,0.0,0.0
enlargement,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enlargen,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enlarges,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enlight,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enlighten,0.0,6.758288905486104,0.0,0.0,0.0,0.0
enlightened,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enlightening,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enlightner,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enlinked,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enlocked,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enlumind,1.8472978603872037,0.0,0.0,1.8472978603872037,0.0,0.0
enlumine,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enlumineth,0.0,0.0,0.0,2.252762968495368,0.0,0.0
enmity,0.0,12.931085022710425,29.55676576619526,0.0,0.0,0.0
enmoved,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enna,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ennoble,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
ennobled,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
ennoblest,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enormous,0.0,6.758288905486104,0.0,0.0,0.0,0.0
enquire,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enrace,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enraced,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
enrage,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
enraged,0.0,3.6945957207744073,53.57163795122891,0.0,0.0,0.0
enragement,0.0,0.0,0.0,2.252762968495368,0.0,0.0
enraging,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enranged,0.0,0.0,12.476926303483381,1.5596157879354227,0.0,1.5596157879354227
enranging,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enrankled,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enrauisht,0.0,0.0,0.0,2.252762968495368,0.0,0.0
enregistered,0.0,0.0,0.0,2.252762968495368,0.0,0.0
enrich,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enriched,0.0,0.0,11.26381484247684,0.0,0.0,0.0
enriven,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enrol,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
enrolled,1.8472978603872037,0.0,20.32027646425924,0.0,0.0,0.0
enrooted,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
ensample,3.1192315758708453,0.0,54.586552577739795,1.5596157879354227,0.0,0.0
ensampled,0.0,0.0,0.0,2.252762968495368,0.0,0.0
ensamples,0.0,0.0,6.758288905486104,0.0,0.0,0.0
ensanguined,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enseams,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enshrine,0.0,4.505525936990736,0.0,0.0,0.0,0.0
enshrined,0.0,0.0,0.0,4.505525936990736,0.0,0.0
ensign,0.0,4.505525936990736,0.0,0.0,0.0,0.0
ensigns,0.0,11.26381484247684,0.0,0.0,0.0,0.0
enslaved,0.0,4.505525936990736,0.0,0.0,0.0,0.0
ensnared,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ensnarl,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ensold,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enstall,0.0,0.0,0.0,4.505525936990736,0.0,0.0
ensued,0.0,3.6945957207744073,12.931085022710425,0.0,0.0,0.0
ensuen,0.0,0.0,4.505525936990736,0.0,0.0,0.0
ensues,0.0,0.0,6.758288905486104,0.0,0.0,0.0
ensuing,1.5596157879354227,0.0,3.1192315758708453,0.0,0.0,1.5596157879354227
entail,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entailed,0.0,0.0,4.505525936990736,0.0,0.0,0.0
entangle,2.252762968495368,0.0,0.0,0.0,0.0,0.0
entangled,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enterdeal,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entered,0.0,11.083787162323222,40.64055292851848,0.0,0.0,0.0
enterers,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entering,0.0,5.541893581161611,22.167574324646445,0.0,0.0,0.0
enterprise,0.0,7.389191441548815,49.8770422304545,0.0,0.0,0.0
enterprised,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enterprisest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enters,0.0,4.505525936990736,0.0,0.0,0.0,0.0
entertain,7.798078939677113,9.357694727612536,56.146168365675216,0.0,0.0,0.0
entertained,0.0,6.238463151741691,29.632699970773032,0.0,1.5596157879354227,0.0
entertaining,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entertainment,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
entertains,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
entertake,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enthral,0.0,6.758288905486104,0.0,0.0,0.0,0.0
enthralled,0.0,4.505525936990736,0.0,0.0,0.0,0.0
enthralment,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enthroned,0.0,4.505525936990736,0.0,0.0,0.0,0.0
entice,1.8472978603872037,0.0,20.32027646425924,0.0,0.0,0.0
enticed,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
enticement,0.0,0.0,0.0,0.0,2.252762968495368,0.0
enticing,0.0,2.252762968495368,0.0,0.0,0.0,0.0
entirely,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
entitle,0.0,2.252762968495368,0.0,0.0,0.0,0.0
entombed,0.0,0.0,11.26381484247684,0.0,0.0,0.0
entrail,0.0,0.0,4.505525936990736,0.0,0.0,0.0
entrailed,0.0,0.0,9.236489301936018,0.0,0.0,1.8472978603872037
entrails,0.0,10.917310515547959,18.715389455225072,0.0,1.5596157879354227,0.0
entrance,0.0,17.15577366728965,60.825015729481485,1.5596157879354227,0.0,0.0
entranced,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
entrap,3.6945957207744073,0.0,22.167574324646445,0.0,0.0,0.0
entrapped,1.8472978603872037,0.0,5.541893581161611,0.0,0.0,0.0
entreat,4.678847363806268,0.0,42.109626274256414,1.5596157879354227,0.0,0.0
entreated,0.0,0.0,4.505525936990736,0.0,0.0,0.0
entreaties,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entreating,0.0,0.0,4.505525936990736,0.0,0.0,0.0
entreaty,1.8472978603872037,0.0,11.083787162323222,0.0,0.0,0.0
entrenched,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
entrenchments,0.0,0.0,2.252762968495368,0.0,0.0,0.0
entry,0.0,0.0,3.6945957207744073,0.0,1.8472978603872037,0.0
entwined,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
entwining,0.0,2.252762968495368,0.0,0.0,0.0,0.0
enure,0.0,1.5596157879354227,3.1192315758708453,1.5596157879354227,0.0,0.0
enured,3.1192315758708453,3.1192315758708453,6.238463151741691,0.0,0.0,0.0
enuy,0.0,0.0,2.252762968495368,0.0,0.0,0.0
enveloped,0.0,0.0,11.26381484247684,0.0,0.0,0.0
envenomed,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
envier,0.0,2.252762968495368,0.0,0.0,0.0,0.0
envies,0.0,3.6945957207744073,22.167574324646445,0.0,0.0,0.0
enviest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
envious,0.0,4.678847363806268,20.275005243160493,0.0,1.5596157879354227,0.0
environed,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
environs,0.0,2.252762968495368,0.0,0.0,0.0,0.0
envying,0.0,3.6945957207744073,11.083787162323222,0.0,0.0,0.0
enwallowed,0.0,0.0,4.505525936990736,0.0,0.0,0.0
enwombed,0.0,0.0,9.011051873981472,0.0,0.0,0.0
enwoven,0.0,0.0,6.758288905486104,0.0,0.0,0.0
enwrap,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
enwrapped,0.0,0.0,9.011051873981472,0.0,0.0,0.0
enwreathed,0.0,2.252762968495368,0.0,0.0,0.0,0.0
epe,0.0,0.0,0.0,2.252762968495368,0.0,0.0
ephesus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ephialtes,0.0,0.0,0.0,0.0,2.252762968495368,0.0
epicharmus,0.0,0.0,0.0,0.0,2.252762968495368,0.0
epicycle,0.0,2.252762968495368,0.0,0.0,0.0,0.0
epidaurus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
epilepsies,0.0,2.252762968495368,0.0,0.0,0.0,0.0
epithalamion,4.505525936990736,0.0,0.0,0.0,0.0,0.0
equaled,0.0,13.516577810972208,0.0,0.0,0.0,0.0
equalise,0.0,0.0,4.505525936990736,0.0,0.0,0.0
equality,0.0,5.541893581161611,1.8472978603872037,0.0,0.0,0.0
equally,0.0,7.798078939677113,18.715389455225072,0.0,1.5596157879354227,0.0
equals,0.0,7.389191441548815,0.0,0.0,1.8472978603872037,0.0
equinoctial,0.0,4.505525936990736,0.0,0.0,0.0,0.0
equipage,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
equipaged,0.0,0.0,2.252762968495368,0.0,0.0,0.0
equity,0.0,0.0,9.011051873981472,0.0,0.0,0.0
equivalent,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erato,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ercoco,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erebi,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erebus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erect,0.0,18.472978603872036,1.8472978603872037,0.0,0.0,0.0
erected,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
erelong,0.0,4.505525936990736,0.0,0.0,0.0,0.0
eremid,0.0,2.252762968495368,0.0,0.0,0.0,0.0
eremites,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erewhile,0.0,5.541893581161611,11.083787162323222,0.0,0.0,0.0
erga,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erigone,0.0,0.0,2.252762968495368,0.0,0.0,0.0
erinnys,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eriuan,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ermilin,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ermines,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ermining,0.0,0.0,0.0,0.0,2.252762968495368,0.0
err,0.0,15.769340779467576,0.0,0.0,0.0,0.0
errand,0.0,6.758288905486104,0.0,0.0,0.0,0.0
errands,0.0,6.758288905486104,0.0,0.0,0.0,0.0
errant,0.0,0.0,56.3190742123842,0.0,0.0,0.0
erred,1.5596157879354227,3.1192315758708453,1.5596157879354227,0.0,0.0,0.0
errest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
erring,0.0,4.505525936990736,0.0,0.0,0.0,0.0
erroneous,0.0,6.758288905486104,0.0,0.0,0.0,0.0
error,0.0,4.678847363806268,38.990394698385565,0.0,1.5596157879354227,0.0
errors,0.0,0.0,4.505525936990736,0.0,0.0,0.0
erumpunt,0.0,2.252762968495368,0.0,0.0,0.0,0.0
eruption,0.0,4.505525936990736,0.0,0.0,0.0,0.0
eryx,0.0,0.0,2.252762968495368,0.0,0.0,0.0
es,2.252762968495368,0.0,0.0,0.0,0.0,0.0
esau,0.0,2.252762968495368,0.0,0.0,0.0,0.0
escape,0.0,14.77838288309763,29.55676576619526,0.0,0.0,0.0
escaped,1.5596157879354227,9.357694727612536,31.192315758708453,0.0,0.0,0.0
escaping,0.0,0.0,4.505525936990736,0.0,0.0,0.0
eschew,1.8472978603872037,0.0,12.931085022710425,0.0,0.0,0.0
eschewed,0.0,0.0,4.505525936990736,0.0,0.0,0.0
esloyne,0.0,0.0,2.252762968495368,0.0,0.0,0.0
especially,0.0,2.252762968495368,0.0,0.0,0.0,0.0
espial,0.0,0.0,4.505525936990736,0.0,0.0,0.0
espials,0.0,0.0,2.252762968495368,0.0,0.0,0.0
espied,0.0,1.5596157879354227,67.06347888122318,0.0,1.5596157879354227,0.0
espies,0.0,0.0,4.505525936990736,0.0,0.0,0.0
espoused,0.0,3.6945957207744073,0.0,0.0,0.0,1.8472978603872037
espy,0.0,0.0,38.990394698385565,1.5596157879354227,0.0,1.5596157879354227
espying,0.0,0.0,13.516577810972208,0.0,0.0,0.0
esquiline,0.0,0.0,2.252762968495368,0.0,0.0,0.0
esquire,0.0,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0
esquyers,0.0,0.0,0.0,0.0,0.0,2.252762968495368
esse,0.0,2.252762968495368,0.0,0.0,0.0,0.0
essence,0.0,9.011051873981472,0.0,0.0,0.0,0.0
essences,0.0,2.252762968495368,0.0,0.0,0.0,0.0
essential,0.0,3.6945957207744073,0.0,1.8472978603872037,0.0,0.0
essoin,0.0,0.0,2.252762968495368,0.0,0.0,0.0
est,0.0,3.1192315758708453,1.5596157879354227,1.5596157879354227,0.0,0.0
establish,0.0,0.0,7.389191441548815,0.0,1.8472978603872037,0.0
established,0.0,5.541893581161611,11.083787162323222,0.0,0.0,0.0
establishment,0.0,0.0,6.758288905486104,0.0,0.0,0.0
estate,0.0,3.1192315758708453,37.430778910450144,0.0,1.5596157879354227,0.0
estates,0.0,0.0,2.252762968495368,0.0,0.0,0.0
esteemed,0.0,1.5596157879354227,24.953852606966763,1.5596157879354227,0.0,0.0
estham,0.0,0.0,2.252762968495368,0.0,0.0,0.0
estimation,0.0,0.0,2.252762968495368,0.0,0.0,0.0
estotiland,0.0,2.252762968495368,0.0,0.0,0.0,0.0
estrange,0.0,0.0,2.252762968495368,0.0,0.0,0.0
estranged,0.0,2.252762968495368,0.0,0.0,0.0,0.0
estranging,0.0,0.0,4.505525936990736,0.0,0.0,0.0
estrild,0.0,0.0,2.252762968495368,0.0,0.0,0.0
et,0.0,27.033155621944417,0.0,0.0,0.0,0.0
etc,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eternall,0.0,0.0,18.472978603872036,5.541893581161611,0.0,0.0
eternally,1.5596157879354227,0.0,9.357694727612536,1.5596157879354227,0.0,0.0
eterne,0.0,0.0,4.505525936990736,0.0,0.0,0.0
eternise,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0,0.0
eternitie,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eternized,0.0,0.0,2.252762968495368,0.0,0.0,0.0
etheldred,0.0,0.0,2.252762968495368,0.0,0.0,0.0
ethereal,0.0,45.05525936990736,0.0,0.0,0.0,0.0
ethereous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ethiop,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ethiopian,0.0,2.252762968495368,0.0,0.0,0.0,0.0
etrurian,0.0,2.252762968495368,0.0,0.0,0.0,0.0
euagore,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euarna,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eubaean,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euboic,0.0,2.252762968495368,0.0,0.0,0.0,0.0
eucrate,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euemore,0.0,0.0,4.505525936990736,0.0,0.0,0.0
euen,1.8472978603872037,0.0,5.541893581161611,0.0,0.0,0.0
euenge,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euer,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euersee,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eulimene,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eumenias,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eumnestes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eunica,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eunomie,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euphoemus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euphrasie,0.0,2.252762968495368,0.0,0.0,0.0,0.0
euphrates,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
euphrosyne,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eupompe,0.0,0.0,2.252762968495368,0.0,0.0,0.0
europa,0.0,0.0,4.505525936990736,0.0,0.0,0.0
europe,0.0,4.505525936990736,0.0,0.0,0.0,0.0
eurotas,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eurus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
eurydice,0.0,0.0,0.0,2.252762968495368,0.0,0.0
eurynome,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
eurypulus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eurytion,0.0,0.0,2.252762968495368,0.0,0.0,0.0
eurytus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
euxine,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
evade,0.0,4.505525936990736,0.0,0.0,0.0,0.0
evaded,0.0,2.252762968495368,0.0,0.0,0.0,0.0
evangelise,0.0,2.252762968495368,0.0,0.0,0.0,0.0
evangely,0.0,0.0,2.252762968495368,0.0,0.0,0.0
evasion,0.0,2.252762968495368,0.0,0.0,0.0,0.0
evasions,0.0,2.252762968495368,0.0,0.0,0.0,0.0
eve,0.0,261.3205043454627,0.0,0.0,0.0,0.0
event,0.0,20.32027646425924,9.236489301936018,0.0,0.0,0.0
eventide,0.0,0.0,13.516577810972208,0.0,0.0,0.0
events,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
everduring,0.0,2.252762968495368,0.0,0.0,0.0,0.0
everlasting,0.0,7.389191441548815,31.404063626582463,0.0,0.0,0.0
everliving,0.0,0.0,2.252762968495368,0.0,0.0,0.0
evermore,3.1192315758708453,0.0,123.20964724689838,1.5596157879354227,0.0,0.0
evidence,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
evident,0.0,1.5596157879354227,1.5596157879354227,0.0,1.5596157879354227,0.0
evince,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ewe,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ewes,0.0,2.252762968495368,0.0,0.0,0.0,0.0
ewghen,0.0,0.0,2.252762968495368,0.0,0.0,0.0
exact,0.0,9.011051873981472,0.0,0.0,0.0,0.0
exactly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
exacts,0.0,2.252762968495368,0.0,0.0,0.0,0.0
exalt,0.0,7.389191441548815,1.8472978603872037,0.0,0.0,0.0
exaltation,0.0,6.758288905486104,0.0,0.0,0.0,0.0
exalted,0.0,11.26381484247684,0.0,0.0,0.0,0.0
exalteth,0.0,0.0,0.0,0.0,2.252762968495368,0.0
examining,0.0,0.0,0.0,0.0,2.252762968495368,0.0
example,0.0,20.274866716458313,0.0,0.0,0.0,0.0
examples,0.0,0.0,2.252762968495368,0.0,0.0,0.0
exanimate,0.0,0.0,2.252762968495368,0.0,0.0,0.0
exasperate,0.0,2.252762968495368,0.0,0.0,0.0,0.0
exceed,0.0,0.0,25.86217004542085,3.6945957207744073,0.0,0.0
exceede,0.0,0.0,2.252762968495368,0.0,0.0,0.0
exceeded,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
exceeden,0.0,0.0,2.252762968495368,0.0,0.0,0.0
exceedingly,0.0,0.0,9.011051873981472,0.0,0.0,0.0
exceeds,1.5596157879354227,0.0,6.238463151741691,1.5596157879354227,0.0,0.0
excelled,0.0,6.238463151741691,6.238463151741691,1.5596157879354227,0.0,0.0
excellence,0.0,11.083787162323222,11.083787162323222,0.0,0.0,0.0
excellencies,0.0,0.0,2.252762968495368,0.0,0.0,0.0
excellently,0.0,0.0,0.0,0.0,2.252762968495368,0.0
excelling,0.0,1.5596157879354227,3.1192315758708453,1.5596157879354227,0.0,0.0
excels,0.0,11.26381484247684,0.0,0.0,0.0,0.0
except,0.0,12.931085022710425,3.6945957207744073,0.0,0.0,0.0
excepted,0.0,2.252762968495368,0.0,0.0,0.0,0.0
excess,0.0,12.476926303483381,9.357694727612536,0.0,1.5596157879354227,0.0
excessive,0.0,5.541893581161611,3.6945957207744073,0.0,0.0,0.0
excessively,0.0,0.0,2.252762968495368,0.0,0.0,0.0
